Kind	Id	Http	AcCount	Status	Title	TrIds	TestIds	AcTexts
test	TEST-MCP-195	200	7	pending	Pester in plugins/core covering FR-MCP-170/171/172: (1) Invoke-WorkflowAppendDialog for an existing current-turn does not call client.SessionLog.SubmitAsync and does call AppendDialogAsync or POST dialog. (2) Invoke-ReplPersistTurn on HTTP 503 backend_unavailable returns false, sets degraded/queued details, leaves failsafe, does not throw. (3) Failsafe drain on SubmitAsync timeout/503 aborts without drainAttempts increment, without ReplFailsafeDrainCompleted latch, without Failsafe queue drain failed on stderr, and a later drain replays. (4) getFr EXIT 0 with body before 30s when a queued session_submit 503s.			AC1|sat=False|Invoke-WorkflowAppendDialog for an existing current-turn does not call client.SessionLog.SubmitAsync and does call AppendDialogAsync or POST dialog. || AC2|sat=False|Invoke-ReplPersistTurn on HTTP 503 backend_unavailable returns false, sets degraded/queued details, leaves failsafe, does not throw. || AC3|sat=False|Failsafe drain on SubmitAsync timeout/503 aborts without drainAttempts increment, without ReplFailsafeDrainCompleted latch, without Failsafe queue drain failed on stderr, and a later drain replays. || AC4|sat=False|getFr EXIT 0 with body before 30s when a queued session_submit 503s. || AC5|sat=False|Get-ReplMethodTimeoutSeconds during drain for client.SessionLog.SubmitAsync returns REPL_FAILSAFE_DRAIN_TIMEOUT default 120 or REPL_TIMEOUT when that is greater, never 2. || AC6|sat=False|A failsafe SubmitAsync that succeeds within that budget is replayed and the yaml is removed. || AC7|sat=False|Nested drain while ReplRawInFlight is set is deferred; getFr still EXIT 0 with body before 30s when a queued session_submit 503s.
test	TEST-MCP-PLUGININT-001	200	5	pending	Eight-agent Session Log plugin integration matrix			ac-1|sat=False|Exactly eight scenario rows cover Codex, Claude Code, Claude Cowork, Copilot, Grok, Cline, Cline v2, and OpenCode. || ac-2|sat=False|Every deterministic row proves bootstrap, begin, append action/dialog, complete, durable query, and workspace cache isolation. || ac-3|sat=False|Every AiTheory row receives the persisted receipt/artifact and returns a strict semantic completeness result that is asserted by the test. || ac-4|sat=False|A legacy PLUGIN_ROOT_OVERRIDE value is injected and proven unable to alter the expected cache path. || ac-5|sat=False|The focused target and each plugin native suite complete with zero failures and zero skips.
mapping	FR-MCP-HOSTILEREVIEW-001	200				TR-MCP-HOSTILEREVIEW-001	TEST-MCP-HOSTILEREVIEW-001	
mapping	FR-MCP-HOSTILEREVIEW-002	200				TR-MCP-HOSTILEREVIEW-002	TEST-MCP-HOSTILEREVIEW-002	
mapping	FR-MCP-HOSTILEREVIEW-003	200				TR-MCP-HOSTILEREVIEW-003	TEST-MCP-HOSTILEREVIEW-003	
mapping	FR-MCP-HOSTILEREVIEW-004	200				TR-MCP-HOSTILEREVIEW-004	TEST-MCP-HOSTILEREVIEW-004	
mapping	FR-MCP-HOSTILEREVIEW-005	200				TR-MCP-HOSTILEREVIEW-005	TEST-MCP-HOSTILEREVIEW-005	
mapping	FR-MCP-HOSTILEREVIEW-006	200				TR-MCP-HOSTILEREVIEW-006	TEST-MCP-HOSTILEREVIEW-006	
mapping	FR-MCP-HYGIENE-001	200				TR-MCP-HYGIENE-001	TEST-MCP-HYGIENE-001	
mapping	FR-MCP-HYGIENE-002	200				TR-MCP-HYGIENE-002	TEST-MCP-HYGIENE-002	
mapping	FR-MCP-HYGIENE-003	200				TR-MCP-HYGIENE-003	TEST-MCP-HYGIENE-003	
mapping	FR-MCP-HYGIENE-004	200				TR-MCP-HYGIENE-004	TEST-MCP-HYGIENE-004	
mapping	FR-MCP-HYGIENE-005	200				TR-MCP-HYGIENE-005	TEST-MCP-HYGIENE-005	
mapping	FR-MCP-WIKIEXPORT-003	200				TR-MCP-WIKIEXPORT-003	TEST-MCP-WIKIEXPORT-003	
mapping	FR-MCP-WIKIEXPORT-004	200				TR-MCP-WIKIEXPORT-004	TEST-MCP-WIKIEXPORT-004	
mapping	FR-MCP-WIKIEXPORT-005	200				TR-MCP-WIKIEXPORT-005	TEST-MCP-WIKIEXPORT-005	
mapping	FR-MCP-PLUGINCORE-004	200				TR-MCP-PLUGINCORE-004,TR-MCP-PLUGINCORE-005	TEST-MCP-PLUGINCORE-004,TEST-MCP-PLUGINCORE-005	
mapping	FR-MCP-REPL-009	200				TR-MCP-REPL-010,TR-MCP-REPL-011,TR-MCP-REPL-012,TR-MCP-REPL-013	TEST-MCP-REPL-025,TEST-MCP-REPL-026,TEST-MCP-REPL-027,TEST-MCP-REPL-028	
mapping	FR-MCP-PLUGININT-001	200				TR-MCP-PLUGININT-001	TEST-MCP-PLUGININT-001	
mapping	FR-MCP-172	200				TR-MCP-PERSIST-003	TEST-MCP-195	
